query id	subject id	identity	alignment length	q. start	q. end	s. start	s. end	evalue	strand	transcript_id	gene_symbol
Pair81_3	ENST00000462480.1	100.0	20	1	20	1438	1419	0.002	minus	ENST00000462480.1	IL13
Pair82_5	ENST00000462480.1	100.0	20	1	20	1258	1277	0.002	plus	ENST00000462480.1	IL13
Pair82_3	ENST00000462480.1	100.0	20	1	20	1426	1407	0.002	minus	ENST00000462480.1	IL13
Pair83_5	ENST00000462480.1	100.0	21	1	21	1316	1336	0.000398	plus	ENST00000462480.1	IL13
Pair83_3	ENST00000462480.1	100.0	20	1	20	1438	1419	0.002	minus	ENST00000462480.1	IL13
Pair84_5	ENST00000462480.1	100.0	22	1	22	1315	1336	0.000121	plus	ENST00000462480.1	IL13
Pair84_3	ENST00000462480.1	100.0	20	1	20	1438	1419	0.002	minus	ENST00000462480.1	IL13
Pair85_5	ENST00000462480.1	100.0	20	1	20	1313	1332	0.002	plus	ENST00000462480.1	IL13
Pair85_3	ENST00000462480.1	100.0	20	1	20	1460	1441	0.002	minus	ENST00000462480.1	IL13
Pair86_5	ENST00000462480.1	100.0	20	1	20	1313	1332	0.002	plus	ENST00000462480.1	IL13
Pair86_3	ENST00000462480.1	100.0	20	1	20	1463	1444	0.002	minus	ENST00000462480.1	IL13
Pair87_5	ENST00000462480.1	100.0	22	1	22	1270	1291	0.000121	plus	ENST00000462480.1	IL13
Pair87_3	ENST00000462480.1	100.0	20	1	20	1438	1419	0.002	minus	ENST00000462480.1	IL13
Pair88_5	ENST00000462480.1	100.0	20	1	20	1313	1332	0.002	plus	ENST00000462480.1	IL13
Pair88_3	ENST00000462480.1	100.0	20	1	20	1426	1407	0.002	minus	ENST00000462480.1	IL13
Pair89_5	ENST00000462480.1	100.0	20	1	20	1313	1332	0.002	plus	ENST00000462480.1	IL13
Pair89_3	ENST00000462480.1	100.0	20	1	20	1442	1423	0.002	minus	ENST00000462480.1	IL13
Pair90_5	ENST00000462480.1	100.0	20	1	20	1313	1332	0.002	plus	ENST00000462480.1	IL13
Pair90_3	ENST00000462480.1	100.0	20	1	20	1445	1426	0.002	minus	ENST00000462480.1	IL13
Pair91_5	ENST00000462480.1	100.0	20	1	20	1272	1291	0.002	plus	ENST00000462480.1	IL13
Pair91_3	ENST00000462480.1	100.0	20	1	20	1426	1407	0.002	minus	ENST00000462480.1	IL13
Pair92_5	ENST00000462480.1	100.0	20	1	20	1313	1332	0.002	plus	ENST00000462480.1	IL13
Pair92_3	ENST00000462480.1	100.0	21	1	21	1439	1419	0.000398	minus	ENST00000462480.1	IL13
Pair93_5	ENST00000462480.1	100.0	20	1	20	1272	1291	0.002	plus	ENST00000462480.1	IL13
Pair93_3	ENST00000462480.1	100.0	21	1	21	1439	1419	0.000398	minus	ENST00000462480.1	IL13
Pair94_5	ENST00000462480.1	100.0	21	1	21	1264	1284	0.000398	plus	ENST00000462480.1	IL13
Pair94_3	ENST00000462480.1	100.0	20	1	20	1426	1407	0.002	minus	ENST00000462480.1	IL13
Pair95_5	ENST00000462480.1	100.0	20	1	20	1313	1332	0.002	plus	ENST00000462480.1	IL13
Pair95_3	ENST00000462480.1	100.0	20	1	20	1466	1447	0.002	minus	ENST00000462480.1	IL13
Pair0_3	ENST00000468334.5	100.0	20	1	20	635	616	0.002	minus	ENST00000468334.5	IL13
Pair1_3	ENST00000468334.5	100.0	20	1	20	635	616	0.002	minus	ENST00000468334.5	IL13
Pair2_3	ENST00000468334.5	100.0	21	1	21	637	617	0.000398	minus	ENST00000468334.5	IL13
Pair3_3	ENST00000468334.5	100.0	21	1	21	637	617	0.000398	minus	ENST00000468334.5	IL13
Pair4_3	ENST00000468334.5	100.0	22	1	22	638	617	0.000121	minus	ENST00000468334.5	IL13
Pair5_3	ENST00000468334.5	100.0	22	1	22	638	617	0.000121	minus	ENST00000468334.5	IL13
Pair6_3	ENST00000468334.5	100.0	20	1	20	635	616	0.002	minus	ENST00000468334.5	IL13
Pair7_3	ENST00000468334.5	100.0	20	1	20	635	616	0.002	minus	ENST00000468334.5	IL13
Pair8_3	ENST00000468334.5	100.0	22	1	22	637	616	0.000121	minus	ENST00000468334.5	IL13
Pair9_3	ENST00000468334.5	100.0	22	1	22	637	616	0.000121	minus	ENST00000468334.5	IL13
Pair10_3	ENST00000468334.5	100.0	22	1	22	635	614	0.000121	minus	ENST00000468334.5	IL13
Pair11_3	ENST00000468334.5	100.0	22	1	22	635	614	0.000121	minus	ENST00000468334.5	IL13
Pair12_3	ENST00000468334.5	100.0	21	1	21	637	617	0.000398	minus	ENST00000468334.5	IL13
Pair13_3	ENST00000468334.5	100.0	22	1	22	638	617	0.000121	minus	ENST00000468334.5	IL13
Pair14_3	ENST00000468334.5	100.0	20	1	20	635	616	0.002	minus	ENST00000468334.5	IL13
Pair15_3	ENST00000468334.5	100.0	21	1	21	636	616	0.000398	minus	ENST00000468334.5	IL13
Pair16_3	ENST00000468334.5	100.0	20	1	20	578	559	0.002	minus	ENST00000468334.5	IL13
Pair17_3	ENST00000468334.5	100.0	20	1	20	578	559	0.002	minus	ENST00000468334.5	IL13
Pair18_3	ENST00000468334.5	100.0	20	1	20	578	559	0.002	minus	ENST00000468334.5	IL13
Pair19_3	ENST00000468334.5	100.0	20	1	20	578	559	0.002	minus	ENST00000468334.5	IL13
Pair20_3	ENST00000468334.5	100.0	20	1	20	578	559	0.002	minus	ENST00000468334.5	IL13
Pair21_3	ENST00000468334.5	100.0	20	1	20	584	565	0.002	minus	ENST00000468334.5	IL13
Pair22_3	ENST00000468334.5	100.0	20	1	20	578	559	0.002	minus	ENST00000468334.5	IL13
Pair23_3	ENST00000468334.5	100.0	20	1	20	584	565	0.002	minus	ENST00000468334.5	IL13
Pair24_3	ENST00000468334.5	100.0	21	1	21	585	565	0.000398	minus	ENST00000468334.5	IL13
Pair25_3	ENST00000468334.5	100.0	20	1	20	584	565	0.002	minus	ENST00000468334.5	IL13
Pair26_3	ENST00000468334.5	100.0	21	1	21	585	565	0.000398	minus	ENST00000468334.5	IL13
Pair27_3	ENST00000468334.5	100.0	20	1	20	584	565	0.002	minus	ENST00000468334.5	IL13
Pair28_3	ENST00000468334.5	100.0	21	1	21	585	565	0.000398	minus	ENST00000468334.5	IL13
Pair29_3	ENST00000468334.5	100.0	22	1	22	589	568	0.000121	minus	ENST00000468334.5	IL13
Pair30_3	ENST00000468334.5	100.0	21	1	21	585	565	0.000398	minus	ENST00000468334.5	IL13
Pair31_3	ENST00000468334.5	100.0	22	1	22	593	572	0.000121	minus	ENST00000468334.5	IL13
Pair32_5	ENST00000468334.5	100.0	19	1	19	590	608	0.005	plus	ENST00000468334.5	IL13
Pair32_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair33_5	ENST00000468334.5	100.0	19	1	19	590	608	0.005	plus	ENST00000468334.5	IL13
Pair33_3	ENST00000468334.5	100.0	20	1	20	725	706	0.002	minus	ENST00000468334.5	IL13
Pair34_5	ENST00000468334.5	100.0	20	1	20	589	608	0.002	plus	ENST00000468334.5	IL13
Pair34_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair35_5	ENST00000468334.5	100.0	20	1	20	589	608	0.002	plus	ENST00000468334.5	IL13
Pair35_3	ENST00000468334.5	100.0	20	1	20	725	706	0.002	minus	ENST00000468334.5	IL13
Pair36_5	ENST00000468334.5	100.0	19	1	19	590	608	0.005	plus	ENST00000468334.5	IL13
Pair36_3	ENST00000468334.5	100.0	20	1	20	724	705	0.002	minus	ENST00000468334.5	IL13
Pair37_5	ENST00000468334.5	100.0	20	1	20	587	606	0.002	plus	ENST00000468334.5	IL13
Pair37_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair38_5	ENST00000468334.5	100.0	20	1	20	589	608	0.002	plus	ENST00000468334.5	IL13
Pair38_3	ENST00000468334.5	100.0	20	1	20	724	705	0.002	minus	ENST00000468334.5	IL13
Pair39_5	ENST00000468334.5	100.0	20	1	20	587	606	0.002	plus	ENST00000468334.5	IL13
Pair39_3	ENST00000468334.5	100.0	20	1	20	725	706	0.002	minus	ENST00000468334.5	IL13
Pair40_5	ENST00000468334.5	100.0	19	1	19	590	608	0.005	plus	ENST00000468334.5	IL13
Pair40_3	ENST00000468334.5	100.0	20	1	20	728	709	0.002	minus	ENST00000468334.5	IL13
Pair41_5	ENST00000468334.5	100.0	19	1	19	590	608	0.005	plus	ENST00000468334.5	IL13
Pair41_3	ENST00000468334.5	100.0	20	1	20	744	725	0.002	minus	ENST00000468334.5	IL13
Pair42_5	ENST00000468334.5	100.0	19	1	19	590	608	0.005	plus	ENST00000468334.5	IL13
Pair42_3	ENST00000468334.5	100.0	20	1	20	747	728	0.002	minus	ENST00000468334.5	IL13
Pair43_5	ENST00000468334.5	100.0	20	1	20	587	606	0.002	plus	ENST00000468334.5	IL13
Pair43_3	ENST00000468334.5	100.0	20	1	20	724	705	0.002	minus	ENST00000468334.5	IL13
Pair44_5	ENST00000468334.5	100.0	19	1	19	590	608	0.005	plus	ENST00000468334.5	IL13
Pair44_3	ENST00000468334.5	100.0	21	1	21	741	721	0.000398	minus	ENST00000468334.5	IL13
Pair45_5	ENST00000468334.5	100.0	20	1	20	589	608	0.002	plus	ENST00000468334.5	IL13
Pair45_3	ENST00000468334.5	100.0	20	1	20	728	709	0.002	minus	ENST00000468334.5	IL13
Pair46_5	ENST00000468334.5	100.0	20	1	20	589	608	0.002	plus	ENST00000468334.5	IL13
Pair46_3	ENST00000468334.5	100.0	20	1	20	744	725	0.002	minus	ENST00000468334.5	IL13
Pair47_5	ENST00000468334.5	100.0	20	1	20	589	608	0.002	plus	ENST00000468334.5	IL13
Pair47_3	ENST00000468334.5	100.0	20	1	20	747	728	0.002	minus	ENST00000468334.5	IL13
Pair48_5	ENST00000468334.5	100.0	20	1	20	560	579	0.002	plus	ENST00000468334.5	IL13
Pair48_3	ENST00000468334.5	100.0	20	1	20	725	706	0.002	minus	ENST00000468334.5	IL13
Pair49_5	ENST00000468334.5	100.0	20	1	20	574	593	0.002	plus	ENST00000468334.5	IL13
Pair49_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair50_5	ENST00000468334.5	100.0	20	1	20	560	579	0.002	plus	ENST00000468334.5	IL13
Pair50_3	ENST00000468334.5	100.0	20	1	20	724	705	0.002	minus	ENST00000468334.5	IL13
Pair51_5	ENST00000468334.5	100.0	20	1	20	574	593	0.002	plus	ENST00000468334.5	IL13
Pair51_3	ENST00000468334.5	100.0	20	1	20	725	706	0.002	minus	ENST00000468334.5	IL13
Pair52_5	ENST00000468334.5	100.0	21	1	21	566	586	0.000398	plus	ENST00000468334.5	IL13
Pair52_3	ENST00000468334.5	100.0	20	1	20	725	706	0.002	minus	ENST00000468334.5	IL13
Pair53_5	ENST00000468334.5	100.0	20	1	20	560	579	0.002	plus	ENST00000468334.5	IL13
Pair53_3	ENST00000468334.5	100.0	20	1	20	728	709	0.002	minus	ENST00000468334.5	IL13
Pair54_5	ENST00000468334.5	100.0	20	1	20	574	593	0.002	plus	ENST00000468334.5	IL13
Pair54_3	ENST00000468334.5	100.0	20	1	20	724	705	0.002	minus	ENST00000468334.5	IL13
Pair55_5	ENST00000468334.5	100.0	21	1	21	566	586	0.000398	plus	ENST00000468334.5	IL13
Pair55_3	ENST00000468334.5	100.0	20	1	20	724	705	0.002	minus	ENST00000468334.5	IL13
Pair56_5	ENST00000468334.5	100.0	22	1	22	572	593	0.000121	plus	ENST00000468334.5	IL13
Pair56_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair57_5	ENST00000468334.5	100.0	20	1	20	574	593	0.002	plus	ENST00000468334.5	IL13
Pair57_3	ENST00000468334.5	100.0	20	1	20	728	709	0.002	minus	ENST00000468334.5	IL13
Pair58_5	ENST00000468334.5	100.0	22	1	22	568	589	0.000121	plus	ENST00000468334.5	IL13
Pair58_3	ENST00000468334.5	100.0	20	1	20	725	706	0.002	minus	ENST00000468334.5	IL13
Pair59_5	ENST00000468334.5	100.0	20	1	20	574	593	0.002	plus	ENST00000468334.5	IL13
Pair59_3	ENST00000468334.5	100.0	21	1	21	741	721	0.000398	minus	ENST00000468334.5	IL13
Pair60_5	ENST00000468334.5	100.0	22	1	22	572	593	0.000121	plus	ENST00000468334.5	IL13
Pair60_3	ENST00000468334.5	100.0	20	1	20	725	706	0.002	minus	ENST00000468334.5	IL13
Pair61_5	ENST00000468334.5	100.0	21	1	21	569	589	0.000398	plus	ENST00000468334.5	IL13
Pair61_3	ENST00000468334.5	100.0	20	1	20	725	706	0.002	minus	ENST00000468334.5	IL13
Pair62_5	ENST00000468334.5	100.0	21	1	21	566	586	0.000398	plus	ENST00000468334.5	IL13
Pair62_3	ENST00000468334.5	100.0	20	1	20	728	709	0.002	minus	ENST00000468334.5	IL13
Pair63_5	ENST00000468334.5	100.0	20	1	20	560	579	0.002	plus	ENST00000468334.5	IL13
Pair63_3	ENST00000468334.5	100.0	21	1	21	727	707	0.000398	minus	ENST00000468334.5	IL13
Pair64_5	ENST00000468334.5	100.0	20	1	20	560	579	0.002	plus	ENST00000468334.5	IL13
Pair64_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair65_5	ENST00000468334.5	100.0	19	1	19	696	714	0.005	plus	ENST00000468334.5	IL13
Pair65_3	ENST00000468334.5	100.0	20	1	20	803	784	0.002	minus	ENST00000468334.5	IL13
Pair66_5	ENST00000468334.5	100.0	20	1	20	695	714	0.002	plus	ENST00000468334.5	IL13
Pair66_3	ENST00000468334.5	100.0	20	1	20	803	784	0.002	minus	ENST00000468334.5	IL13
Pair67_5	ENST00000468334.5	100.0	20	1	20	615	634	0.002	plus	ENST00000468334.5	IL13
Pair67_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair68_5	ENST00000468334.5	100.0	20	1	20	574	593	0.002	plus	ENST00000468334.5	IL13
Pair68_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair69_5	ENST00000468334.5	100.0	21	1	21	566	586	0.000398	plus	ENST00000468334.5	IL13
Pair69_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair70_5	ENST00000468334.5	100.0	21	1	21	618	638	0.000398	plus	ENST00000468334.5	IL13
Pair70_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair71_5	ENST00000468334.5	100.0	22	1	22	617	638	0.000121	plus	ENST00000468334.5	IL13
Pair71_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair72_5	ENST00000468334.5	100.0	19	1	19	696	714	0.005	plus	ENST00000468334.5	IL13
Pair72_3	ENST00000468334.5	100.0	22	1	22	858	837	0.000121	minus	ENST00000468334.5	IL13
Pair73_5	ENST00000468334.5	100.0	22	1	22	568	589	0.000121	plus	ENST00000468334.5	IL13
Pair73_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair74_5	ENST00000468334.5	100.0	22	1	22	572	593	0.000121	plus	ENST00000468334.5	IL13
Pair74_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair75_5	ENST00000468334.5	100.0	21	1	21	569	589	0.000398	plus	ENST00000468334.5	IL13
Pair75_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair76_5	ENST00000468334.5	100.0	20	1	20	695	714	0.002	plus	ENST00000468334.5	IL13
Pair76_3	ENST00000468334.5	100.0	22	1	22	858	837	0.000121	minus	ENST00000468334.5	IL13
Pair77_5	ENST00000468334.5	100.0	20	1	20	696	715	0.002	plus	ENST00000468334.5	IL13
Pair77_3	ENST00000468334.5	100.0	20	1	20	803	784	0.002	minus	ENST00000468334.5	IL13
Pair78_5	ENST00000468334.5	100.0	22	1	22	565	586	0.000121	plus	ENST00000468334.5	IL13
Pair78_3	ENST00000468334.5	100.0	20	1	20	714	695	0.002	minus	ENST00000468334.5	IL13
Pair79_5	ENST00000468334.5	100.0	19	1	19	696	714	0.005	plus	ENST00000468334.5	IL13
Pair79_3	ENST00000468334.5	100.0	23	1	23	860	838	3.57e-05	minus	ENST00000468334.5	IL13
Pair80_5	ENST00000468334.5	100.0	20	1	20	615	634	0.002	plus	ENST00000468334.5	IL13
Pair80_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair81_5	ENST00000468334.5	100.0	20	1	20	574	593	0.002	plus	ENST00000468334.5	IL13
Pair81_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair82_5	ENST00000468334.5	100.0	20	1	20	560	579	0.002	plus	ENST00000468334.5	IL13
Pair82_3	ENST00000468334.5	100.0	20	1	20	728	709	0.002	minus	ENST00000468334.5	IL13
Pair83_5	ENST00000468334.5	100.0	21	1	21	618	638	0.000398	plus	ENST00000468334.5	IL13
Pair83_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair84_5	ENST00000468334.5	100.0	22	1	22	617	638	0.000121	plus	ENST00000468334.5	IL13
Pair84_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair85_5	ENST00000468334.5	100.0	20	1	20	615	634	0.002	plus	ENST00000468334.5	IL13
Pair85_3	ENST00000468334.5	100.0	20	1	20	762	743	0.002	minus	ENST00000468334.5	IL13
Pair86_5	ENST00000468334.5	100.0	20	1	20	615	634	0.002	plus	ENST00000468334.5	IL13
Pair86_3	ENST00000468334.5	100.0	20	1	20	765	746	0.002	minus	ENST00000468334.5	IL13
Pair87_5	ENST00000468334.5	100.0	22	1	22	572	593	0.000121	plus	ENST00000468334.5	IL13
Pair87_3	ENST00000468334.5	100.0	20	1	20	740	721	0.002	minus	ENST00000468334.5	IL13
Pair88_5	ENST00000468334.5	100.0	20	1	20	615	634	0.002	plus	ENST00000468334.5	IL13
Pair88_3	ENST00000468334.5	100.0	20	1	20	728	709	0.002	minus	ENST00000468334.5	IL13
Pair89_5	ENST00000468334.5	100.0	20	1	20	615	634	0.002	plus	ENST00000468334.5	IL13
Pair89_3	ENST00000468334.5	100.0	20	1	20	744	725	0.002	minus	ENST00000468334.5	IL13
Pair90_5	ENST00000468334.5	100.0	20	1	20	615	634	0.002	plus	ENST00000468334.5	IL13
Pair90_3	ENST00000468334.5	100.0	20	1	20	747	728	0.002	minus	ENST00000468334.5	IL13
Pair91_5	ENST00000468334.5	100.0	20	1	20	574	593	0.002	plus	ENST00000468334.5	IL13
Pair91_3	ENST00000468334.5	100.0	20	1	20	728	709	0.002	minus	ENST00000468334.5	IL13
Pair92_5	ENST00000468334.5	100.0	20	1	20	615	634	0.002	plus	ENST00000468334.5	IL13
Pair92_3	ENST00000468334.5	100.0	21	1	21	741	721	0.000398	minus	ENST00000468334.5	IL13
Pair93_5	ENST00000468334.5	100.0	20	1	20	574	593	0.002	plus	ENST00000468334.5	IL13
Pair93_3	ENST00000468334.5	100.0	21	1	21	741	721	0.000398	minus	ENST00000468334.5	IL13
Pair94_5	ENST00000468334.5	100.0	21	1	21	566	586	0.000398	plus	ENST00000468334.5	IL13
Pair94_3	ENST00000468334.5	100.0	20	1	20	728	709	0.002	minus	ENST00000468334.5	IL13
Pair95_5	ENST00000468334.5	100.0	20	1	20	615	634	0.002	plus	ENST00000468334.5	IL13
Pair95_3	ENST00000468334.5	100.0	20	1	20	768	749	0.002	minus	ENST00000468334.5	IL13
Pair0_3	ENST00000392664.2	100.0	15	1	15	146	160	1.5	plus	ENST00000392664.2	KCNJ1
Pair1_3	ENST00000392664.2	100.0	15	1	15	146	160	1.5	plus	ENST00000392664.2	KCNJ1
Pair2_3	ENST00000392664.2	100.0	17	1	17	144	160	0.097	plus	ENST00000392664.2	KCNJ1
Pair3_3	ENST00000392664.2	100.0	17	1	17	144	160	0.097	plus	ENST00000392664.2	KCNJ1
Pair4_3	ENST00000392664.2	100.0	17	2	18	144	160	0.12	plus	ENST00000392664.2	KCNJ1
Pair5_3	ENST00000392664.2	100.0	17	2	18	144	160	0.12	plus	ENST00000392664.2	KCNJ1
Pair6_3	ENST00000392664.2	100.0	15	1	15	146	160	1.5	plus	ENST00000392664.2	KCNJ1
Pair7_3	ENST00000392664.2	100.0	15	1	15	146	160	1.5	plus	ENST00000392664.2	KCNJ1
Pair8_3	ENST00000392664.2	100.0	17	1	17	144	160	0.12	plus	ENST00000392664.2	KCNJ1
Pair9_3	ENST00000392664.2	100.0	17	1	17	144	160	0.12	plus	ENST00000392664.2	KCNJ1
Pair10_3	ENST00000392664.2	100.0	15	1	15	146	160	1.8	plus	ENST00000392664.2	KCNJ1
Pair11_3	ENST00000392664.2	100.0	15	1	15	146	160	1.8	plus	ENST00000392664.2	KCNJ1
Pair12_3	ENST00000392664.2	100.0	17	1	17	144	160	0.097	plus	ENST00000392664.2	KCNJ1
Pair13_3	ENST00000392664.2	100.0	17	2	18	144	160	0.12	plus	ENST00000392664.2	KCNJ1
Pair14_3	ENST00000392664.2	100.0	15	1	15	146	160	1.5	plus	ENST00000392664.2	KCNJ1
Pair15_3	ENST00000392664.2	100.0	16	1	16	145	160	0.38	plus	ENST00000392664.2	KCNJ1
Pair67_5	ENST00000392664.2	100.0	14	7	20	160	147	6.0	minus	ENST00000392664.2	KCNJ1
Pair70_5	ENST00000392664.2	100.0	17	4	20	160	144	0.097	minus	ENST00000392664.2	KCNJ1
Pair71_5	ENST00000392664.2	100.0	17	5	21	160	144	0.12	minus	ENST00000392664.2	KCNJ1
Pair80_5	ENST00000392664.2	100.0	14	7	20	160	147	6.0	minus	ENST00000392664.2	KCNJ1
Pair83_5	ENST00000392664.2	100.0	17	4	20	160	144	0.097	minus	ENST00000392664.2	KCNJ1
Pair84_5	ENST00000392664.2	100.0	17	5	21	160	144	0.12	minus	ENST00000392664.2	KCNJ1
Pair85_5	ENST00000392664.2	100.0	14	7	20	160	147	6.0	minus	ENST00000392664.2	KCNJ1
Pair86_5	ENST00000392664.2	100.0	14	7	20	160	147	6.0	minus	ENST00000392664.2	KCNJ1
Pair88_5	ENST00000392664.2	100.0	14	7	20	160	147	6.0	minus	ENST00000392664.2	KCNJ1
Pair89_5	ENST00000392664.2	100.0	14	7	20	160	147	6.0	minus	ENST00000392664.2	KCNJ1
Pair90_5	ENST00000392664.2	100.0	14	7	20	160	147	6.0	minus	ENST00000392664.2	KCNJ1
Pair92_5	ENST00000392664.2	100.0	14	7	20	160	147	6.0	minus	ENST00000392664.2	KCNJ1
Pair95_5	ENST00000392664.2	100.0	14	7	20	160	147	6.0	minus	ENST00000392664.2	KCNJ1
Pair1_5	ENST00000482433.1	100.0	14	2	15	2597	2584	3.6	minus	ENST00000482433.1	DOT1L
Pair3_5	ENST00000482433.1	100.0	14	2	15	2597	2584	3.6	minus	ENST00000482433.1	DOT1L
Pair5_5	ENST00000482433.1	100.0	14	2	15	2597	2584	3.6	minus	ENST00000482433.1	DOT1L
Pair6_5	ENST00000482433.1	100.0	14	5	18	2597	2584	4.8	minus	ENST00000482433.1	DOT1L
Pair7_5	ENST00000482433.1	100.0	14	4	17	2597	2584	4.8	minus	ENST00000482433.1	DOT1L
Pair9_5	ENST00000482433.1	100.0	14	2	15	2597	2584	3.6	minus	ENST00000482433.1	DOT1L
Pair11_5	ENST00000482433.1	100.0	14	2	15	2597	2584	3.6	minus	ENST00000482433.1	DOT1L
Pair12_5	ENST00000482433.1	100.0	14	5	18	2597	2584	4.8	minus	ENST00000482433.1	DOT1L
Pair13_5	ENST00000482433.1	100.0	14	5	18	2597	2584	4.8	minus	ENST00000482433.1	DOT1L
Pair14_5	ENST00000482433.1	100.0	14	1	14	2597	2584	4.8	minus	ENST00000482433.1	DOT1L
Pair1_5	ENST00000461057.1	100.0	14	1	14	2112	2099	3.6	minus	ENST00000461057.1	GPR156
Pair3_5	ENST00000461057.1	100.0	14	1	14	2112	2099	3.6	minus	ENST00000461057.1	GPR156
Pair5_5	ENST00000461057.1	100.0	14	1	14	2112	2099	3.6	minus	ENST00000461057.1	GPR156
Pair6_5	ENST00000461057.1	100.0	16	2	17	2114	2099	0.31	minus	ENST00000461057.1	GPR156
Pair7_5	ENST00000461057.1	100.0	16	1	16	2114	2099	0.31	minus	ENST00000461057.1	GPR156
Pair9_5	ENST00000461057.1	100.0	14	1	14	2112	2099	3.6	minus	ENST00000461057.1	GPR156
Pair11_5	ENST00000461057.1	100.0	14	1	14	2112	2099	3.6	minus	ENST00000461057.1	GPR156
Pair12_5	ENST00000461057.1	100.0	16	2	17	2114	2099	0.31	minus	ENST00000461057.1	GPR156
Pair13_5	ENST00000461057.1	100.0	16	2	17	2114	2099	0.31	minus	ENST00000461057.1	GPR156
Pair1_5	ENST00000464295.6	100.0	14	1	14	2680	2667	3.6	minus	ENST00000464295.6	GPR156
Pair3_5	ENST00000464295.6	100.0	14	1	14	2680	2667	3.6	minus	ENST00000464295.6	GPR156
Pair5_5	ENST00000464295.6	100.0	14	1	14	2680	2667	3.6	minus	ENST00000464295.6	GPR156
Pair6_5	ENST00000464295.6	100.0	16	2	17	2682	2667	0.31	minus	ENST00000464295.6	GPR156
Pair7_5	ENST00000464295.6	100.0	16	1	16	2682	2667	0.31	minus	ENST00000464295.6	GPR156
Pair9_5	ENST00000464295.6	100.0	14	1	14	2680	2667	3.6	minus	ENST00000464295.6	GPR156
Pair11_5	ENST00000464295.6	100.0	14	1	14	2680	2667	3.6	minus	ENST00000464295.6	GPR156
Pair12_5	ENST00000464295.6	100.0	16	2	17	2682	2667	0.31	minus	ENST00000464295.6	GPR156
Pair13_5	ENST00000464295.6	100.0	16	2	17	2682	2667	0.31	minus	ENST00000464295.6	GPR156
Pair1_5	ENST00000495912.5	100.0	14	1	14	1428	1415	3.6	minus	ENST00000495912.5	GPR156
Pair3_5	ENST00000495912.5	100.0	14	1	14	1428	1415	3.6	minus	ENST00000495912.5	GPR156
Pair5_5	ENST00000495912.5	100.0	14	1	14	1428	1415	3.6	minus	ENST00000495912.5	GPR156
Pair6_5	ENST00000495912.5	100.0	16	2	17	1430	1415	0.31	minus	ENST00000495912.5	GPR156
Pair7_5	ENST00000495912.5	100.0	16	1	16	1430	1415	0.31	minus	ENST00000495912.5	GPR156
Pair9_5	ENST00000495912.5	100.0	14	1	14	1428	1415	3.6	minus	ENST00000495912.5	GPR156
Pair11_5	ENST00000495912.5	100.0	14	1	14	1428	1415	3.6	minus	ENST00000495912.5	GPR156
Pair12_5	ENST00000495912.5	100.0	16	2	17	1430	1415	0.31	minus	ENST00000495912.5	GPR156
Pair13_5	ENST00000495912.5	100.0	16	2	17	1430	1415	0.31	minus	ENST00000495912.5	GPR156
Pair1_5	ENST00000538643.5	100.0	14	1	14	239	252	3.6	plus	ENST00000538643.5	MED25
Pair3_5	ENST00000538643.5	100.0	14	1	14	239	252	3.6	plus	ENST00000538643.5	MED25
Pair5_5	ENST00000538643.5	100.0	14	1	14	239	252	3.6	plus	ENST00000538643.5	MED25
Pair6_5	ENST00000538643.5	100.0	14	4	17	239	252	4.8	plus	ENST00000538643.5	MED25
Pair7_5	ENST00000538643.5	100.0	14	3	16	239	252	4.8	plus	ENST00000538643.5	MED25
Pair9_5	ENST00000538643.5	100.0	14	1	14	239	252	3.6	plus	ENST00000538643.5	MED25
Pair11_5	ENST00000538643.5	100.0	14	1	14	239	252	3.6	plus	ENST00000538643.5	MED25
